# Time X Y Z VX VY VZ Phi Theta Psi P Q R U1 U2 U3 U4
16.300000 -0.933404 0.412165 2.298485 -0.058831 0.025890 0.341988 -0.000000 -0.000000 1.631002 0.000000 0.000000 0.100000 4.863891 4.863891 4.863891 4.863891
16.310000 -0.933992 0.412424 2.301901 -0.058830 0.025889 0.341155 -0.000000 -0.000000 1.632002 0.000000 0.000000 0.100000 4.863476 4.863476 4.863476 4.863476
16.320000 -0.934580 0.412683 2.305308 -0.058830 0.025889 0.340315 -0.000000 -0.000000 1.633002 0.000000 0.000000 0.100000 4.863061 4.863061 4.863061 4.863061
16.330000 -0.935169 0.412942 2.308707 -0.058830 0.025889 0.339466 -0.000000 -0.000000 1.634002 0.000000 0.000000 0.100000 4.862648 4.862648 4.862648 4.862648
16.340000 -0.935757 0.413201 2.312098 -0.058829 0.025889 0.338609 -0.000000 -0.000000 1.635002 0.000000 0.000000 0.100000 4.862235 4.862235 4.862235 4.862235
16.350000 -0.936345 0.413460 2.315479 -0.058829 0.025889 0.337743 -0.000000 -0.000000 1.636002 0.000000 0.000000 0.100000 4.861824 4.861824 4.861824 4.861824
16.360000 -0.936934 0.413719 2.318852 -0.058829 0.025889 0.336870 -0.000000 -0.000000 1.637002 0.000000 0.000000 0.100000 4.861414 4.861414 4.861414 4.861414
16.370000 -0.937522 0.413978 2.322217 -0.058828 0.025889 0.335988 -0.000000 -0.000000 1.638002 0.000000 0.000000 0.100000 4.861005 4.861005 4.861005 4.861005
16.380000 -0.938110 0.414236 2.325572 -0.058828 0.025888 0.335098 -0.000000 -0.000000 1.639002 0.000000 0.000000 0.100000 4.860597 4.860597 4.860597 4.860597
16.390000 -0.938698 0.414495 2.328919 -0.058828 0.025888 0.334200 -0.000000 -0.000000 1.640002 0.000000 0.000000 0.100000 4.860190 4.860190 4.860190 4.860190
16.400000 -0.939287 0.414754 2.332256 -0.058828 0.025888 0.333294 -0.000000 -0.000000 1.641002 0.000000 0.000000 0.100000 4.859785 4.859785 4.859785 4.859785
16.410000 -0.939875 0.415013 2.335584 -0.058827 0.025888 0.332380 -0.000000 -0.000000 1.642002 0.000000 0.000000 0.100000 4.859380 4.859380 4.859380 4.859380
16.420000 -0.940463 0.415272 2.338904 -0.058827 0.025888 0.331458 -0.000000 -0.000000 1.643002 0.000000 0.000000 0.100000 4.858977 4.858977 4.858977 4.858977
16.430000 -0.941052 0.415531 2.342214 -0.058827 0.025888 0.330528 -0.000000 -0.000000 1.644002 0.000000 0.000000 0.100000 4.858575 4.858575 4.858575 4.858575
16.440000 -0.941640 0.415790 2.345514 -0.058826 0.025888 0.329590 -0.000000 -0.000000 1.645002 0.000000 0.000000 0.100000 4.858174 4.858174 4.858174 4.858174
16.450000 -0.942228 0.416049 2.348805 -0.058826 0.025888 0.328644 -0.000000 -0.000000 1.646002 0.000000 0.000000 0.100000 4.857775 4.857775 4.857775 4.857775
16.460000 -0.942816 0.416307 2.352087 -0.058826 0.025887 0.327689 -0.000000 -0.000000 1.647002 0.000000 0.000000 0.100000 4.857376 4.857376 4.857376 4.857376
16.470000 -0.943405 0.416566 2.355359 -0.058825 0.025887 0.326727 -0.000000 -0.000000 1.648002 0.000000 0.000000 0.100000 4.856979 4.856979 4.856979 4.856979
16.480000 -0.943993 0.416825 2.358621 -0.058825 0.025887 0.325757 -0.000000 -0.000000 1.649002 0.000000 0.000000 0.100000 4.856583 4.856583 4.856583 4.856583
16.490000 -0.944581 0.417084 2.361874 -0.058825 0.025887 0.324779 -0.000000 -0.000000 1.650002 0.000000 0.000000 0.100000 4.856188 4.856188 4.856188 4.856188
16.500000 -0.945169 0.417343 2.365117 -0.058825 0.025887 0.323794 -0.000000 -0.000000 1.651002 0.000000 0.000000 0.100000 4.855795 4.855795 4.855795 4.855795
16.510000 -0.945758 0.417602 2.368350 -0.058824 0.025887 0.322800 -0.000000 -0.000000 1.652002 0.000000 0.000000 0.100000 4.855403 4.855403 4.855403 4.855403
16.520000 -0.946346 0.417861 2.371573 -0.058824 0.025887 0.321799 -0.000000 -0.000000 1.653002 0.000000 0.000000 0.100000 4.855012 4.855012 4.855012 4.855012
16.530000 -0.946934 0.418120 2.374786 -0.058824 0.025886 0.320789 -0.000000 -0.000000 1.654002 0.000000 0.000000 0.100000 4.854622 4.854622 4.854622 4.854622
16.540000 -0.947522 0.418378 2.377989 -0.058823 0.025886 0.319773 -0.000000 -0.000000 1.655002 0.000000 0.000000 0.100000 4.854234 4.854234 4.854234 4.854234
16.550000 -0.948111 0.418637 2.381181 -0.058823 0.025886 0.318748 -0.000000 -0.000000 1.656002 0.000000 0.000000 0.100000 4.853847 4.853847 4.853847 4.853847
16.560000 -0.948699 0.418896 2.384364 -0.058823 0.025886 0.317716 -0.000000 -0.000000 1.657002 0.000000 0.000000 0.100000 4.853461 4.853461 4.853461 4.853461
16.570000 -0.949287 0.419155 2.387536 -0.058822 0.025886 0.316675 -0.000000 -0.000000 1.658002 0.000000 0.000000 0.100000 4.853076 4.853076 4.853076 4.853076
16.580000 -0.949875 0.419414 2.390697 -0.058822 0.025886 0.315628 -0.000000 -0.000000 1.659002 0.000000 0.000000 0.100000 4.852693 4.852693 4.852693 4.852693
16.590000 -0.950463 0.419673 2.393848 -0.058822 0.025886 0.314572 -0.000000 -0.000000 1.660002 0.000000 0.000000 0.100000 4.852311 4.852311 4.852311 4.852311
16.600000 -0.951052 0.419932 2.396989 -0.058822 0.025886 0.313510 -0.000000 -0.000000 1.661002 0.000000 0.000000 0.100000 4.851931 4.851931 4.851931 4.851931
16.610000 -0.951640 0.420190 2.400118 -0.058821 0.025885 0.312439 -0.000000 -0.000000 1.662002 0.000000 0.000000 0.100000 4.851552 4.851552 4.851552 4.851552
16.620000 -0.952228 0.420449 2.403237 -0.058821 0.025885 0.311361 -0.000000 -0.000000 1.663002 0.000000 0.000000 0.100000 4.851174 4.851174 4.851174 4.851174
16.630000 -0.952816 0.420708 2.406345 -0.058821 0.025885 0.310275 -0.000000 -0.000000 1.664002 0.000000 0.000000 0.100000 4.850798 4.850798 4.850798 4.850798
16.640000 -0.953405 0.420967 2.409443 -0.058820 0.025885 0.309182 -0.000000 -0.000000 1.665002 0.000000 0.000000 0.100000 4.850423 4.850423 4.850423 4.850423
16.650000 -0.953993 0.421226 2.412529 -0.058820 0.025885 0.308082 -0.000000 -0.000000 1.666002 0.000000 0.000000 0.100000 4.850049 4.850049 4.850049 4.850049
16.660000 -0.954581 0.421485 2.415604 -0.058820 0.025885 0.306974 -0.000000 -0.000000 1.667002 0.000000 0.000000 0.100000 4.849677 4.849677 4.849677 4.849677
16.670000 -0.955169 0.421744 2.418669 -0.058820 0.025885 0.305859 -0.000000 -0.000000 1.668002 0.000000 0.000000 0.100000 4.849307 4.849307 4.849307 4.849307
16.680000 -0.955757 0.422002 2.421721 -0.058819 0.025885 0.304736 -0.000000 -0.000000 1.669002 0.000000 0.000000 0.100000 4.848937 4.848937 4.848937 4.848937
16.690000 -0.956346 0.422261 2.424763 -0.058819 0.025884 0.303606 -0.000000 -0.000000 1.670002 0.000000 0.000000 0.100000 4.848569 4.848569 4.848569 4.848569
16.700000 -0.956934 0.422520 2.427794 -0.058819 0.025884 0.302468 -0.000000 -0.000000 1.671002 0.000000 0.000000 0.100000 4.848203 4.848203 4.848203 4.848203
16.710000 -0.957522 0.422779 2.430813 -0.058818 0.025884 0.301324 -0.000000 -0.000000 1.672002 0.000000 0.000000 0.100000 4.847838 4.847838 4.847838 4.847838
16.720000 -0.958110 0.423038 2.433820 -0.058818 0.025884 0.300172 -0.000000 -0.000000 1.673002 0.000000 0.000000 0.100000 4.847474 4.847474 4.847474 4.847474
16.730000 -0.958698 0.423297 2.436816 -0.058818 0.025884 0.299013 -0.000000 -0.000000 1.674002 0.000000 0.000000 0.100000 4.847112 4.847112 4.847112 4.847112
16.740000 -0.959286 0.423555 2.439800 -0.058818 0.025884 0.297846 -0.000000 -0.000000 1.675002 0.000000 0.000000 0.100000 4.846751 4.846751 4.846751 4.846751
16.750000 -0.959875 0.423814 2.442773 -0.058817 0.025884 0.296673 -0.000000 -0.000000 1.676002 0.000000 0.000000 0.100000 4.846392 4.846392 4.846392 4.846392
16.760000 -0.960463 0.424073 2.445734 -0.058817 0.025884 0.295492 -0.000000 -0.000000 1.677002 0.000000 0.000000 0.100000 4.846035 4.846035 4.846035 4.846035
16.770000 -0.961051 0.424332 2.448683 -0.058817 0.025883 0.294304 -0.000000 -0.000000 1.678002 0.000000 0.000000 0.100000 4.845679 4.845679 4.845679 4.845679
16.780000 -0.961639 0.424591 2.451620 -0.058817 0.025883 0.293109 -0.000000 -0.000000 1.679002 0.000000 0.000000 0.100000 4.845324 4.845324 4.845324 4.845324
16.790000 -0.962227 0.424850 2.454545 -0.058816 0.025883 0.291908 -0.000000 -0.000000 1.680002 0.000000 0.000000 0.100000 4.844971 4.844971 4.844971 4.844971
16.800000 -0.962815 0.425108 2.457458 -0.058816 0.025883 0.290699 -0.000000 -0.000000 1.681002 0.000000 0.000000 0.100000 4.844619 4.844619 4.844619 4.844619
16.810000 -0.963404 0.425367 2.460359 -0.058816 0.025883 0.289483 -0.000000 -0.000000 1.682002 0.000000 0.000000 0.100000 4.844269 4.844269 4.844269 4.844269
16.820000 -0.963992 0.425626 2.463247 -0.058815 0.025883 0.288260 -0.000000 -0.000000 1.683002 0.000000 0.000000 0.100000 4.843920 4.843920 4.843920 4.843920
16.830000 -0.964580 0.425885 2.466124 -0.058815 0.025883 0.287030 -0.000000 -0.000000 1.684002 0.000000 0.000000 0.100000 4.843573 4.843573 4.843573 4.843573
16.840000 -0.965168 0.426144 2.468988 -0.058815 0.025883 0.285793 -0.000000 -0.000000 1.685002 0.000000 0.000000 0.100000 4.843228 4.843228 4.843228 4.843228
16.850000 -0.965756 0.426403 2.471840 -0.058815 0.025883 0.284550 -0.000000 -0.000000 1.686002 0.000000 0.000000 0.100000 4.842884 4.842884 4.842884 4.842884
16.860000 -0.966344 0.426661 2.474679 -0.058814 0.025882 0.283299 -0.000000 -0.000000 1.687002 0.000000 0.000000 0.100000 4.842542 4.842542 4.842542 4.842542
16.870000 -0.966932 0.426920 2.477506 -0.058814 0.025882 0.282042 -0.000000 -0.000000 1.688002 0.000000 0.000000 0.100000 4.842201 4.842201 4.842201 4.842201
16.880000 -0.967521 0.427179 2.480320 -0.058814 0.025882 0.280778 -0.000000 -0.000000 1.689002 0.000000 0.000000 0.100000 4.841862 4.841862 4.841862 4.841862
16.890000 -0.968109 0.427438 2.483121 -0.058814 0.025882 0.279507 -0.000000 -0.000000 1.690002 0.000000 0.000000 0.100000 4.841524 4.841524 4.841524 4.841524
16.900000 -0.968697 0.427697 2.485910 -0.058813 0.025882 0.278230 -0.000000 -0.000000 1.691002 0.000000 0.000000 0.100000 4.841189 4.841189 4.841189 4.841189
16.910000 -0.969285 0.427956 2.488686 -0.058813 0.025882 0.276946 -0.000000 -0.000000 1.692002 0.000000 0.000000 0.100000 4.840854 4.840854 4.840854 4.840854
16.920000 -0.969873 0.428214 2.491449 -0.058813 0.025882 0.275655 -0.000000 -0.000000 1.693002 0.000000 0.000000 0.100000 4.840522 4.840522 4.840522 4.840522
16.930000 -0.970461 0.428473 2.494199 -0.058813 0.025882 0.274357 -0.000000 -0.000000 1.694002 0.000000 0.000000 0.100000 4.840190 4.840190 4.840190 4.840190
16.940000 -0.971049 0.428732 2.496936 -0.058812 0.025882 0.273054 -0.000000 -0.000000 1.695002 0.000000 0.000000 0.100000 4.839861 4.839861 4.839861 4.839861
16.950000 -0.971638 0.428991 2.499660 -0.058812 0.025881 0.271743 -0.000000 -0.000000 1.696002 0.000000 0.000000 0.100000 4.839533 4.839533 4.839533 4.839533
16.960000 -0.972226 0.429250 2.502371 -0.058812 0.025881 0.270426 -0.000000 -0.000000 1.697002 0.000000 0.000000 0.100000 4.839207 4.839207 4.839207 4.839207
16.970000 -0.972814 0.429508 2.505068 -0.058812 0.025881 0.269103 -0.000000 -0.000000 1.698002 0.000000 0.000000 0.100000 4.838883 4.838883 4.838883 4.838883
16.980000 -0.973402 0.429767 2.507753 -0.058811 0.025881 0.267773 -0.000000 -0.000000 1.699002 0.000000 0.000000 0.100000 4.838560 4.838560 4.838560 4.838560
16.990000 -0.973990 0.430026 2.510424 -0.058811 0.025881 0.266436 -0.000000 -0.000000 1.700002 0.000000 0.000000 0.100000 4.838239 4.838239 4.838239 4.838239
17.000000 -0.974578 0.430285 2.513081 -0.058811 0.025881 0.265094 -0.000000 -0.000000 1.701002 0.000000 0.000000 0.100000 4.837919 4.837919 4.837919 4.837919
17.010000 -0.975166 0.430544 2.515726 -0.058811 0.025881 0.263744 -0.000000 -0.000000 1.702002 0.000000 0.000000 0.100000 4.837602 4.837602 4.837602 4.837602
17.020000 -0.975754 0.430802 2.518356 -0.058810 0.025881 0.262389 -0.000000 -0.000000 1.703002 0.000000 0.000000 0.100000 4.837286 4.837286 4.837286 4.837286
17.030000 -0.976342 0.431061 2.520973 -0.058810 0.025881 0.261027 -0.000000 -0.000000 1.704002 0.000000 0.000000 0.100000 4.836971 4.836971 4.836971 4.836971
17.040000 -0.976931 0.431320 2.523577 -0.058810 0.025880 0.259660 -0.000000 -0.000000 1.705002 0.000000 0.000000 0.100000 4.836659 4.836659 4.836659 4.836659
17.050000 -0.977519 0.431579 2.526166 -0.058810 0.025880 0.258285 -0.000000 -0.000000 1.706002 0.000000 0.000000 0.100000 4.836348 4.836348 4.836348 4.836348
17.060000 -0.978107 0.431838 2.528742 -0.058809 0.025880 0.256905 -0.000000 -0.000000 1.707002 0.000000 0.000000 0.100000 4.836039 4.836039 4.836039 4.836039
17.070000 -0.978695 0.432097 2.531305 -0.058809 0.025880 0.255519 -0.000000 -0.000000 1.708002 0.000000 0.000000 0.100000 4.835731 4.835731 4.835731 4.835731
17.080000 -0.979283 0.432355 2.533853 -0.058809 0.025880 0.254126 -0.000000 -0.000000 1.709002 0.000000 0.000000 0.100000 4.835426 4.835426 4.835426 4.835426
17.090000 -0.979871 0.432614 2.536387 -0.058809 0.025880 0.252728 -0.000000 -0.000000 1.710002 0.000000 0.000000 0.100000 4.835122 4.835122 4.835122 4.835122
17.100000 -0.980459 0.432873 2.538907 -0.058808 0.025880 0.251323 -0.000000 -0.000000 1.711002 0.000000 0.000000 0.100000 4.834820 4.834820 4.834820 4.834820
17.110000 -0.981047 0.433132 2.541413 -0.058808 0.025880 0.249912 -0.000000 -0.000000 1.712002 0.000000 0.000000 0.100000 4.834519 4.834519 4.834519 4.834519
17.120000 -0.981635 0.433390 2.543906 -0.058808 0.025880 0.248496 -0.000000 -0.000000 1.713002 0.000000 0.000000 0.100000 4.834221 4.834221 4.834221 4.834221
17.130000 -0.982223 0.433649 2.546383 -0.058808 0.025880 0.247073 -0.000000 -0.000000 1.714002 0.000000 0.000000 0.100000 4.833924 4.833924 4.833924 4.833924
17.140000 -0.982811 0.433908 2.548847 -0.058808 0.025879 0.245645 -0.000000 -0.000000 1.715002 0.000000 0.000000 0.100000 4.833629 4.833629 4.833629 4.833629
17.150000 -0.983399 0.434167 2.551296 -0.058807 0.025879 0.244211 -0.000000 -0.000000 1.716002 0.000000 0.000000 0.100000 4.833336 4.833336 4.833336 4.833336
17.160000 -0.983988 0.434426 2.553731 -0.058807 0.025879 0.242771 -0.000000 -0.000000 1.717002 0.000000 0.000000 0.100000 4.833044 4.833044 4.833044 4.833044
17.170000 -0.984576 0.434684 2.556152 -0.058807 0.025879 0.241325 -0.000000 -0.000000 1.718002 0.000000 0.000000 0.100000 4.832755 4.832755 4.832755 4.832755
17.180000 -0.985164 0.434943 2.558558 -0.058807 0.025879 0.239873 -0.000000 -0.000000 1.719002 0.000000 0.000000 0.100000 4.832467 4.832467 4.832467 4.832467
17.190000 -0.985752 0.435202 2.560949 -0.058806 0.025879 0.238416 -0.000000 -0.000000 1.720002 0.000000 0.000000 0.100000 4.832181 4.832181 4.832181 4.832181
17.200000 -0.986340 0.435461 2.563326 -0.058806 0.025879 0.236953 -0.000000 -0.000000 1.721002 0.000000 0.000000 0.100000 4.831897 4.831897 4.831897 4.831897
17.210000 -0.986928 0.435720 2.565688 -0.058806 0.025879 0.235484 -0.000000 -0.000000 1.722002 0.000000 0.000000 0.100000 4.831614 4.831614 4.831614 4.831614
17.220000 -0.987516 0.435978 2.568036 -0.058806 0.025879 0.234010 -0.000000 -0.000000 1.723002 0.000000 0.000000 0.100000 4.831334 4.831334 4.831334 4.831334
17.230000 -0.988104 0.436237 2.570368 -0.058806 0.025879 0.232530 -0.000000 -0.000000 1.724002 0.000000 0.000000 0.100000 4.831055 4.831055 4.831055 4.831055
17.240000 -0.988692 0.436496 2.572686 -0.058805 0.025878 0.231045 -0.000000 -0.000000 1.725002 0.000000 0.000000 0.100000 4.830779 4.830779 4.830779 4.830779
17.250000 -0.989280 0.436755 2.574989 -0.058805 0.025878 0.229554 -0.000000 -0.000000 1.726002 0.000000 0.000000 0.100000 4.830504 4.830504 4.830504 4.830504
17.260000 -0.989868 0.437014 2.577277 -0.058805 0.025878 0.228058 -0.000000 -0.000000 1.727002 0.000000 0.000000 0.100000 4.830231 4.830231 4.830231 4.830231
17.270000 -0.990456 0.437272 2.579550 -0.058805 0.025878 0.226557 -0.000000 -0.000000 1.728002 0.000000 0.000000 0.100000 4.829960 4.829960 4.829960 4.829960
17.280000 -0.991044 0.437531 2.581808 -0.058804 0.025878 0.225050 -0.000000 -0.000000 1.729002 0.000000 0.000000 0.100000 4.829690 4.829690 4.829690 4.829690
17.290000 -0.991632 0.437790 2.584051 -0.058804 0.025878 0.223537 -0.000000 -0.000000 1.730002 0.000000 0.000000 0.100000 4.829423 4.829423 4.829423 4.829423
17.300000 -0.992220 0.438049 2.586279 -0.058804 0.025878 0.222020 -0.000000 -0.000000 1.731002 0.000000 0.000000 0.100000 4.829157 4.829157 4.829157 4.829157
17.310000 -0.992808 0.438307 2.588492 -0.058804 0.025878 0.220497 -0.000000 -0.000000 1.732002 0.000000 0.000000 0.100000 4.828894 4.828894 4.828894 4.828894
17.320000 -0.993396 0.438566 2.590689 -0.058804 0.025878 0.218969 -0.000000 -0.000000 1.733002 0.000000 0.000000 0.100000 4.828632 4.828632 4.828632 4.828632
17.330000 -0.993984 0.438825 2.592871 -0.058803 0.025878 0.217435 -0.000000 -0.000000 1.734002 0.000000 0.000000 0.100000 4.828373 4.828373 4.828373 4.828373
17.340000 -0.994572 0.439084 2.595038 -0.058803 0.025878 0.215897 -0.000000 -0.000000 1.735002 0.000000 0.000000 0.100000 4.828115 4.828115 4.828115 4.828115
17.350000 -0.995161 0.439343 2.597189 -0.058803 0.025877 0.214353 -0.000000 -0.000000 1.736002 0.000000 0.000000 0.100000 4.827859 4.827859 4.827859 4.827859
17.360000 -0.995749 0.439601 2.599325 -0.058803 0.025877 0.212805 -0.000000 -0.000000 1.737002 0.000000 0.000000 0.100000 4.827605 4.827605 4.827605 4.827605
17.370000 -0.996337 0.439860 2.601445 -0.058803 0.025877 0.211251 -0.000000 -0.000000 1.738002 0.000000 0.000000 0.100000 4.827353 4.827353 4.827353 4.827353
17.380000 -0.996925 0.440119 2.603550 -0.058802 0.025877 0.209692 -0.000000 -0.000000 1.739002 0.000000 0.000000 0.100000 4.827103 4.827103 4.827103 4.827103
17.390000 -0.997513 0.440378 2.605639 -0.058802 0.025877 0.208129 -0.000000 -0.000000 1.740002 0.000000 0.000000 0.100000 4.826855 4.826855 4.826855 4.826855
17.400000 -0.998101 0.440636 2.607712 -0.058802 0.025877 0.206560 -0.000000 -0.000000 1.741002 0.000000 0.000000 0.100000 4.826609 4.826609 4.826609 4.826609
17.410000 -0.998689 0.440895 2.609770 -0.058802 0.025877 0.204987 -0.000000 -0.000000 1.742002 0.000000 0.000000 0.100000 4.826365 4.826365 4.826365 4.826365
17.420000 -0.999277 0.441154 2.611812 -0.058802 0.025877 0.203409 -0.000000 -0.000000 1.743002 0.000000 0.000000 0.100000 4.826122 4.826122 4.826122 4.826122
17.430000 -0.999865 0.441413 2.613838 -0.058801 0.025877 0.201826 -0.000000 -0.000000 1.744002 0.000000 0.000000 0.100000 4.825882 4.825882 4.825882 4.825882
17.440000 -1.000453 0.441671 2.615848 -0.058801 0.025877 0.200238 -0.000000 -0.000000 1.745002 0.000000 0.000000 0.100000 4.825644 4.825644 4.825644 4.825644
17.450000 -1.001041 0.441930 2.617843 -0.058801 0.025877 0.198645 -0.000000 -0.000000 1.746002 0.000000 0.000000 0.100000 4.825408 4.825408 4.825408 4.825408
17.460000 -1.001629 0.442189 2.619821 -0.058801 0.025876 0.197048 -0.000000 -0.000000 1.747002 0.000000 0.000000 0.100000 4.825173 4.825173 4.825173 4.825173
17.470000 -1.002217 0.442448 2.621784 -0.058801 0.025876 0.195446 -0.000000 -0.000000 1.748002 0.000000 0.000000 0.100000 4.824941 4.824941 4.824941 4.824941
17.480000 -1.002805 0.442707 2.623730 -0.058801 0.025876 0.193840 -0.000000 -0.000000 1.749002 0.000000 0.000000 0.100000 4.824711 4.824711 4.824711 4.824711
17.490000 -1.003393 0.442965 2.625661 -0.058800 0.025876 0.192229 -0.000000 -0.000000 1.750002 0.000000 0.000000 0.100000 4.824483 4.824483 4.824483 4.824483
17.500000 -1.003981 0.443224 2.627575 -0.058800 0.025876 0.190613 -0.000000 -0.000000 1.751002 0.000000 0.000000 0.100000 4.824256 4.824256 4.824256 4.824256
17.510000 -1.004569 0.443483 2.629473 -0.058800 0.025876 0.188994 -0.000000 -0.000000 1.752002 0.000000 0.000000 0.100000 4.824032 4.824032 4.824032 4.824032
17.520000 -1.005157 0.443742 2.631355 -0.058800 0.025876 0.187369 -0.000000 -0.000000 1.753002 0.000000 0.000000 0.100000 4.823810 4.823810 4.823810 4.823810
17.530000 -1.005745 0.444000 2.633220 -0.058800 0.025876 0.185740 -0.000000 -0.000000 1.754002 0.000000 0.000000 0.100000 4.823590 4.823590 4.823590 4.823590
17.540000 -1.006333 0.444259 2.635069 -0.058799 0.025876 0.184107 -0.000000 -0.000000 1.755002 0.000000 0.000000 0.100000 4.823372 4.823372 4.823372 4.823372
17.550000 -1.006921 0.444518 2.636902 -0.058799 0.025876 0.182470 -0.000000 -0.000000 1.756002 0.000000 0.000000 0.100000 4.823156 4.823156 4.823156 4.823156
17.560000 -1.007509 0.444777 2.638719 -0.058799 0.025876 0.180828 -0.000000 -0.000000 1.757002 0.000000 0.000000 0.100000 4.822942 4.822942 4.822942 4.822942
17.570000 -1.008097 0.445035 2.640519 -0.058799 0.025876 0.179182 -0.000000 -0.000000 1.758002 0.000000 0.000000 0.100000 4.822730 4.822730 4.822730 4.822730
17.580000 -1.008685 0.445294 2.642302 -0.058799 0.025876 0.177532 -0.000000 -0.000000 1.759002 0.000000 0.000000 0.100000 4.822520 4.822520 4.822520 4.822520
17.590000 -1.009273 0.445553 2.644069 -0.058799 0.025875 0.175878 -0.000000 -0.000000 1.760002 0.000000 0.000000 0.100000 4.822312 4.822312 4.822312 4.822312
17.600000 -1.009861 0.445812 2.645820 -0.058798 0.025875 0.174219 -0.000000 -0.000000 1.761002 0.000000 0.000000 0.100000 4.822106 4.822106 4.822106 4.822106
17.610000 -1.010449 0.446070 2.647554 -0.058798 0.025875 0.172557 -0.000000 -0.000000 1.762002 0.000000 0.000000 0.100000 4.821902 4.821902 4.821902 4.821902
17.620000 -1.011037 0.446329 2.649271 -0.058798 0.025875 0.170891 -0.000000 -0.000000 1.763002 0.000000 0.000000 0.100000 4.821701 4.821701 4.821701 4.821701
17.630000 -1.011625 0.446588 2.650972 -0.058798 0.025875 0.169220 -0.000000 -0.000000 1.764002 0.000000 0.000000 0.100000 4.821501 4.821501 4.821501 4.821501
17.640000 -1.012213 0.446847 2.652655 -0.058798 0.025875 0.167546 -0.000000 -0.000000 1.765002 0.000000 0.000000 0.100000 4.821304 4.821304 4.821304 4.821304
17.650000 -1.012801 0.447105 2.654322 -0.058798 0.025875 0.165867 -0.000000 -0.000000 1.766002 0.000000 0.000000 0.100000 4.821108 4.821108 4.821108 4.821108
17.660000 -1.013389 0.447364 2.655973 -0.058797 0.025875 0.164185 -0.000000 -0.000000 1.767002 0.000000 0.000000 0.100000 4.820915 4.820915 4.820915 4.820915
17.670000 -1.013977 0.447623 2.657606 -0.058797 0.025875 0.162499 -0.000000 -0.000000 1.768002 0.000000 0.000000 0.100000 4.820724 4.820724 4.820724 4.820724
17.680000 -1.014565 0.447882 2.659223 -0.058797 0.025875 0.160810 -0.000000 -0.000000 1.769002 0.000000 0.000000 0.100000 4.820535 4.820535 4.820535 4.820535
17.690000 -1.015152 0.448140 2.660822 -0.058797 0.025875 0.159116 -0.000000 -0.000000 1.770002 0.000000 0.000000 0.100000 4.820348 4.820348 4.820348 4.820348
17.700000 -1.015740 0.448399 2.662405 -0.058797 0.025875 0.157419 -0.000000 -0.000000 1.771002 0.000000 0.000000 0.100000 4.820163 4.820163 4.820163 4.820163
17.710000 -1.016328 0.448658 2.663971 -0.058797 0.025875 0.155718 -0.000000 -0.000000 1.772002 0.000000 0.000000 0.100000 4.819981 4.819981 4.819981 4.819981
17.720000 -1.016916 0.448917 2.665519 -0.058797 0.025875 0.154014 -0.000000 -0.000000 1.773002 0.000000 0.000000 0.100000 4.819800 4.819800 4.819800 4.819800
17.730000 -1.017504 0.449175 2.667051 -0.058796 0.025874 0.152306 -0.000000 -0.000000 1.774002 0.000000 0.000000 0.100000 4.819621 4.819621 4.819621 4.819621
17.740000 -1.018092 0.449434 2.668565 -0.058796 0.025874 0.150594 -0.000000 -0.000000 1.775002 0.000000 0.000000 0.100000 4.819445 4.819445 4.819445 4.819445
17.750000 -1.018680 0.449693 2.670063 -0.058796 0.025874 0.148879 -0.000000 -0.000000 1.776002 0.000000 0.000000 0.100000 4.819271 4.819271 4.819271 4.819271
17.760000 -1.019268 0.449952 2.671543 -0.058796 0.025874 0.147161 -0.000000 -0.000000 1.777002 0.000000 0.000000 0.100000 4.819099 4.819099 4.819099 4.819099
17.770000 -1.019856 0.450210 2.673006 -0.058796 0.025874 0.145439 -0.000000 -0.000000 1.778002 0.000000 0.000000 0.100000 4.818929 4.818929 4.818929 4.818929
17.780000 -1.020444 0.450469 2.674452 -0.058796 0.025874 0.143714 -0.000000 -0.000000 1.779002 0.000000 0.000000 0.100000 4.818761 4.818761 4.818761 4.818761
17.790000 -1.021032 0.450728 2.675880 -0.058796 0.025874 0.141986 -0.000000 -0.000000 1.780002 0.000000 0.000000 0.100000 4.818596 4.818596 4.818596 4.818596
17.800000 -1.021620 0.450987 2.677292 -0.058795 0.025874 0.140254 -0.000000 -0.000000 1.781002 0.000000 0.000000 0.100000 4.818432 4.818432 4.818432 4.818432
17.810000 -1.022208 0.451245 2.678685 -0.058795 0.025874 0.138519 -0.000000 -0.000000 1.782002 0.000000 0.000000 0.100000 4.818271 4.818271 4.818271 4.818271
17.820000 -1.022796 0.451504 2.680062 -0.058795 0.025874 0.136781 -0.000000 -0.000000 1.783002 0.000000 0.000000 0.100000 4.818112 4.818112 4.818112 4.818112
17.830000 -1.023384 0.451763 2.681421 -0.058795 0.025874 0.135040 -0.000000 -0.000000 1.784002 0.000000 0.000000 0.100000 4.817955 4.817955 4.817955 4.817955
17.840000 -1.023972 0.452022 2.682763 -0.058795 0.025874 0.133295 -0.000000 -0.000000 1.785002 0.000000 0.000000 0.100000 4.817800 4.817800 4.817800 4.817800
17.850000 -1.024560 0.452280 2.684087 -0.058795 0.025874 0.131548 -0.000000 -0.000000 1.786002 0.000000 0.000000 0.100000 4.817647 4.817647 4.817647 4.817647
