# Time X Y Z VX VY VZ Phi Theta Psi P Q R U1 U2 U3 U4
4.410000 -0.232088 0.103537 2.780070 -0.059114 0.026016 0.256667 0.000000 0.000001 0.442002 -0.000001 -0.000001 0.100000 4.816255 4.816255 4.816255 4.816255
4.420000 -0.232679 0.103797 2.782628 -0.059114 0.026016 0.254886 0.000000 0.000001 0.443002 -0.000001 -0.000001 0.100000 4.816005 4.816005 4.816005 4.816005
4.430000 -0.233270 0.104057 2.785168 -0.059114 0.026015 0.253100 0.000000 0.000001 0.444002 -0.000001 -0.000001 0.100000 4.815757 4.815757 4.815757 4.815757
4.440000 -0.233861 0.104317 2.787690 -0.059113 0.026015 0.251309 0.000000 0.000001 0.445002 -0.000001 -0.000001 0.100000 4.815510 4.815511 4.815511 4.815510
4.450000 -0.234452 0.104577 2.790194 -0.059113 0.026015 0.249514 0.000000 0.000001 0.446002 -0.000001 -0.000001 0.100000 4.815266 4.815266 4.815266 4.815266
4.460000 -0.235044 0.104838 2.792680 -0.059113 0.026015 0.247713 0.000000 0.000001 0.447002 -0.000001 -0.000001 0.100000 4.815024 4.815024 4.815024 4.815024
4.470000 -0.235635 0.105098 2.795148 -0.059113 0.026015 0.245908 0.000000 0.000001 0.448002 -0.000001 -0.000001 0.100000 4.814783 4.814783 4.814783 4.814783
4.480000 -0.236226 0.105358 2.797598 -0.059113 0.026015 0.244098 0.000000 0.000001 0.449002 -0.000001 -0.000001 0.100000 4.814544 4.814545 4.814545 4.814544
4.490000 -0.236817 0.105618 2.800030 -0.059112 0.026015 0.242283 0.000000 0.000001 0.450002 -0.000001 -0.000001 0.100000 4.814308 4.814308 4.814308 4.814308
4.500000 -0.237408 0.105878 2.802444 -0.059112 0.026015 0.240464 0.000000 0.000001 0.451002 -0.000001 -0.000001 0.100000 4.814073 4.814073 4.814073 4.814073
4.510000 -0.237999 0.106138 2.804840 -0.059112 0.026015 0.238639 0.000000 0.000001 0.452002 -0.000001 -0.000001 0.100000 4.813840 4.813840 4.813840 4.813840
4.520000 -0.238590 0.106399 2.807217 -0.059112 0.026015 0.236811 0.000000 0.000001 0.453002 -0.000001 -0.000001 0.100000 4.813609 4.813609 4.813609 4.813609
4.530000 -0.239181 0.106659 2.809576 -0.059112 0.026014 0.234977 0.000000 0.000001 0.454002 -0.000001 -0.000001 0.100000 4.813380 4.813380 4.813380 4.813380
4.540000 -0.239773 0.106919 2.811916 -0.059112 0.026014 0.233140 0.000000 0.000000 0.455002 -0.000001 -0.000001 0.100000 4.813153 4.813153 4.813153 4.813153
4.550000 -0.240364 0.107179 2.814239 -0.059111 0.026014 0.231297 0.000000 0.000000 0.456002 -0.000001 -0.000001 0.100000 4.812927 4.812928 4.812928 4.812928
4.560000 -0.240955 0.107439 2.816542 -0.059111 0.026014 0.229451 0.000000 0.000000 0.457002 -0.000001 -0.000001 0.100000 4.812704 4.812704 4.812705 4.812704
4.570000 -0.241546 0.107699 2.818828 -0.059111 0.026014 0.227599 0.000000 0.000000 0.458002 -0.000001 -0.000001 0.100000 4.812483 4.812483 4.812483 4.812483
4.580000 -0.242137 0.107959 2.821094 -0.059111 0.026014 0.225744 0.000000 0.000000 0.459002 -0.000001 -0.000001 0.100000 4.812264 4.812264 4.812264 4.812264
4.590000 -0.242728 0.108220 2.823342 -0.059111 0.026014 0.223884 0.000000 0.000000 0.460002 -0.000001 -0.000001 0.100000 4.812046 4.812047 4.812047 4.812046
4.600000 -0.243319 0.108480 2.825572 -0.059111 0.026014 0.222020 0.000000 0.000000 0.461002 -0.000001 -0.000001 0.100000 4.811831 4.811831 4.811831 4.811831
4.610000 -0.243910 0.108740 2.827783 -0.059111 0.026014 0.220151 0.000000 0.000000 0.462002 -0.000001 -0.000001 0.100000 4.811618 4.811618 4.811618 4.811618
4.620000 -0.244501 0.109000 2.829975 -0.059110 0.026014 0.218279 0.000000 0.000000 0.463002 -0.000000 -0.000001 0.100000 4.811406 4.811406 4.811407 4.811406
4.630000 -0.245093 0.109260 2.832148 -0.059110 0.026014 0.216402 0.000000 0.000000 0.464002 -0.000000 -0.000001 0.100000 4.811197 4.811197 4.811197 4.811197
4.640000 -0.245684 0.109520 2.834303 -0.059110 0.026013 0.214521 0.000000 0.000000 0.465002 -0.000000 -0.000001 0.100000 4.810989 4.810990 4.810990 4.810990
4.650000 -0.246275 0.109780 2.836439 -0.059110 0.026013 0.212636 0.000000 0.000000 0.466002 -0.000000 -0.000001 0.100000 4.810784 4.810784 4.810784 4.810784
4.660000 -0.246866 0.110040 2.838556 -0.059110 0.026013 0.210747 0.000000 0.000000 0.467002 -0.000000 -0.000001 0.100000 4.810581 4.810581 4.810581 4.810581
4.670000 -0.247457 0.110301 2.840654 -0.059110 0.026013 0.208854 0.000000 0.000000 0.468002 -0.000000 -0.000001 0.100000 4.810379 4.810379 4.810379 4.810379
4.680000 -0.248048 0.110561 2.842733 -0.059109 0.026013 0.206957 0.000000 0.000000 0.469002 -0.000000 -0.000001 0.100000 4.810180 4.810180 4.810180 4.810180
4.690000 -0.248639 0.110821 2.844793 -0.059109 0.026013 0.205056 0.000000 0.000000 0.470002 -0.000000 -0.000001 0.100000 4.809982 4.809983 4.809983 4.809983
4.700000 -0.249230 0.111081 2.846834 -0.059109 0.026013 0.203151 0.000000 0.000000 0.471002 -0.000000 -0.000001 0.100000 4.809787 4.809787 4.809787 4.809787
4.710000 -0.249821 0.111341 2.848856 -0.059109 0.026013 0.201242 0.000000 0.000000 0.472002 -0.000000 -0.000001 0.100000 4.809594 4.809594 4.809594 4.809594
4.720000 -0.250412 0.111601 2.850859 -0.059109 0.026013 0.199329 0.000000 0.000000 0.473002 -0.000000 -0.000001 0.100000 4.809403 4.809403 4.809403 4.809403
4.730000 -0.251003 0.111861 2.852842 -0.059109 0.026013 0.197413 0.000000 0.000000 0.474002 -0.000000 -0.000001 0.100000 4.809213 4.809213 4.809213 4.809213
4.740000 -0.251595 0.112121 2.854807 -0.059108 0.026013 0.195493 0.000000 0.000000 0.475002 -0.000000 -0.000001 0.100000 4.809026 4.809026 4.809026 4.809026
4.750000 -0.252186 0.112382 2.856752 -0.059108 0.026012 0.193569 0.000000 0.000000 0.476002 -0.000000 -0.000001 0.100000 4.808841 4.808841 4.808841 4.808841
4.760000 -0.252777 0.112642 2.858678 -0.059108 0.026012 0.191642 0.000000 0.000000 0.477002 -0.000000 -0.000001 0.100000 4.808658 4.808658 4.808658 4.808658
4.770000 -0.253368 0.112902 2.860585 -0.059108 0.026012 0.189711 0.000000 0.000000 0.478002 -0.000000 -0.000001 0.100000 4.808477 4.808477 4.808477 4.808477
4.780000 -0.253959 0.113162 2.862472 -0.059108 0.026012 0.187776 0.000000 0.000000 0.479002 -0.000000 -0.000001 0.100000 4.808298 4.808298 4.808298 4.808298
4.790000 -0.254550 0.113422 2.864340 -0.059108 0.026012 0.185838 0.000000 0.000000 0.480002 -0.000000 -0.000001 0.100000 4.808121 4.808121 4.808121 4.808121
4.800000 -0.255141 0.113682 2.866189 -0.059108 0.026012 0.183896 0.000000 0.000000 0.481002 -0.000000 -0.000001 0.100000 4.807946 4.807946 4.807946 4.807946
4.810000 -0.255732 0.113942 2.868018 -0.059107 0.026012 0.181951 0.000000 0.000000 0.482002 -0.000000 -0.000001 0.100000 4.807773 4.807773 4.807773 4.807773
4.820000 -0.256323 0.114202 2.869828 -0.059107 0.026012 0.180003 0.000000 0.000000 0.483002 -0.000000 -0.000001 0.100000 4.807602 4.807603 4.807603 4.807602
4.830000 -0.256914 0.114463 2.871618 -0.059107 0.026012 0.178051 0.000000 0.000000 0.484002 -0.000000 -0.000001 0.100000 4.807434 4.807434 4.807434 4.807434
4.840000 -0.257505 0.114723 2.873389 -0.059107 0.026012 0.176096 0.000000 0.000000 0.485002 -0.000000 -0.000001 0.100000 4.807267 4.807267 4.807267 4.807267
4.850000 -0.258096 0.114983 2.875140 -0.059107 0.026012 0.174137 0.000000 0.000000 0.486002 -0.000000 -0.000001 0.100000 4.807103 4.807103 4.807103 4.807103
4.860000 -0.258687 0.115243 2.876872 -0.059107 0.026012 0.172175 0.000000 0.000000 0.487002 -0.000000 -0.000001 0.100000 4.806940 4.806941 4.806941 4.806940
4.870000 -0.259279 0.115503 2.878584 -0.059107 0.026012 0.170211 0.000000 0.000000 0.488002 -0.000000 -0.000001 0.100000 4.806780 4.806780 4.806780 4.806780
4.880000 -0.259870 0.115763 2.880276 -0.059106 0.026011 0.168243 0.000000 0.000000 0.489002 -0.000000 -0.000001 0.100000 4.806622 4.806622 4.806622 4.806622
4.890000 -0.260461 0.116023 2.881949 -0.059106 0.026011 0.166271 0.000000 0.000000 0.490002 -0.000000 -0.000000 0.100000 4.806466 4.806466 4.806466 4.806466
4.900000 -0.261052 0.116283 2.883601 -0.059106 0.026011 0.164297 0.000000 0.000000 0.491002 -0.000000 -0.000000 0.100000 4.806312 4.806312 4.806312 4.806312
4.910000 -0.261643 0.116544 2.885235 -0.059106 0.026011 0.162320 0.000000 0.000000 0.492002 -0.000000 -0.000000 0.100000 4.806160 4.806160 4.806160 4.806160
4.920000 -0.262234 0.116804 2.886848 -0.059106 0.026011 0.160340 0.000000 0.000000 0.493002 -0.000000 -0.000000 0.100000 4.806010 4.806011 4.806011 4.806011
4.930000 -0.262825 0.117064 2.888441 -0.059106 0.026011 0.158357 0.000000 0.000000 0.494002 -0.000000 -0.000000 0.100000 4.805863 4.805863 4.805863 4.805863
4.940000 -0.263416 0.117324 2.890015 -0.059106 0.026011 0.156370 0.000000 0.000000 0.495002 -0.000000 -0.000000 0.100000 4.805717 4.805718 4.805718 4.805717
4.950000 -0.264007 0.117584 2.891569 -0.059105 0.026011 0.154382 0.000000 0.000000 0.496002 -0.000000 -0.000000 0.100000 4.805574 4.805574 4.805574 4.805574
4.960000 -0.264598 0.117844 2.893103 -0.059105 0.026011 0.152390 0.000000 0.000000 0.497002 -0.000000 -0.000000 0.100000 4.805433 4.805433 4.805433 4.805433
4.970000 -0.265189 0.118104 2.894616 -0.059105 0.026011 0.150395 0.000000 0.000000 0.498002 -0.000000 -0.000000 0.100000 4.805294 4.805294 4.805294 4.805294
4.980000 -0.265780 0.118364 2.896110 -0.059105 0.026011 0.148398 0.000000 0.000000 0.499002 -0.000000 -0.000000 0.100000 4.805157 4.805157 4.805157 4.805157
4.990000 -0.266371 0.118624 2.897584 -0.059105 0.026011 0.146398 0.000000 0.000000 0.500002 -0.000000 -0.000000 0.100000 4.805022 4.805022 4.805022 4.805022
5.000000 -0.266962 0.118884 2.899038 -0.059105 0.026011 0.144396 0.000000 0.000000 0.501002 -0.000000 -0.000000 0.100000 4.804889 4.804890 4.804890 4.804889
5.010000 -0.267553 0.119145 2.900472 -0.059105 0.026011 0.142390 0.000000 0.000000 0.502002 -0.000000 -0.000000 0.100000 4.804759 4.804759 4.804759 4.804759
5.020000 -0.268144 0.119405 2.901886 -0.059105 0.026011 0.140383 0.000000 0.000000 0.503002 -0.000000 -0.000000 0.100000 4.804631 4.804631 4.804631 4.804631
5.030000 -0.268735 0.119665 2.903280 -0.059104 0.026010 0.138372 0.000000 0.000000 0.504002 -0.000000 -0.000000 0.100000 4.804504 4.804505 4.804505 4.804504
5.040000 -0.269326 0.119925 2.904654 -0.059104 0.026010 0.136360 0.000000 0.000000 0.505002 -0.000000 -0.000000 0.100000 4.804380 4.804381 4.804381 4.804380
5.050000 -0.269918 0.120185 2.906007 -0.059104 0.026010 0.134345 0.000000 0.000000 0.506002 -0.000000 -0.000000 0.100000 4.804259 4.804259 4.804259 4.804259
5.060000 -0.270509 0.120445 2.907341 -0.059104 0.026010 0.132327 0.000000 0.000000 0.507002 -0.000000 -0.000000 0.100000 4.804139 4.804139 4.804139 4.804139
5.070000 -0.271100 0.120705 2.908654 -0.059104 0.026010 0.130307 0.000000 0.000000 0.508002 -0.000000 -0.000000 0.100000 4.804021 4.804021 4.804021 4.804021
5.080000 -0.271691 0.120965 2.909947 -0.059104 0.026010 0.128285 0.000000 0.000000 0.509002 -0.000000 -0.000000 0.100000 4.803906 4.803906 4.803906 4.803906
5.090000 -0.272282 0.121225 2.911219 -0.059104 0.026010 0.126261 0.000000 0.000000 0.510002 -0.000000 -0.000000 0.100000 4.803793 4.803793 4.803793 4.803793
5.100000 -0.272873 0.121486 2.912472 -0.059104 0.026010 0.124234 0.000000 0.000000 0.511002 -0.000000 -0.000000 0.100000 4.803682 4.803682 4.803682 4.803682
5.110000 -0.273464 0.121746 2.913704 -0.059104 0.026010 0.122205 0.000000 0.000000 0.512002 -0.000000 -0.000000 0.100000 4.803573 4.803573 4.803573 4.803573
5.120000 -0.274055 0.122006 2.914916 -0.059103 0.026010 0.120174 0.000000 0.000000 0.513002 -0.000000 -0.000000 0.100000 4.803466 4.803466 4.803467 4.803466
5.130000 -0.274646 0.122266 2.916108 -0.059103 0.026010 0.118141 0.000000 0.000000 0.514002 -0.000000 -0.000000 0.100000 4.803362 4.803362 4.803362 4.803362
5.140000 -0.275237 0.122526 2.917279 -0.059103 0.026010 0.116106 0.000000 0.000000 0.515002 -0.000000 -0.000000 0.100000 4.803260 4.803260 4.803260 4.803260
5.150000 -0.275828 0.122786 2.918430 -0.059103 0.026010 0.114069 0.000000 0.000000 0.516002 -0.000000 -0.000000 0.100000 4.803160 4.803160 4.803160 4.803160
5.160000 -0.276419 0.123046 2.919560 -0.059103 0.026010 0.112030 0.000000 0.000000 0.517002 -0.000000 -0.000000 0.100000 4.803062 4.803062 4.803062 4.803062
5.170000 -0.277010 0.123306 2.920670 -0.059103 0.026010 0.109989 0.000000 0.000000 0.518002 -0.000000 -0.000000 0.100000 4.802966 4.802966 4.802966 4.802966
5.180000 -0.277601 0.123566 2.921760 -0.059103 0.026010 0.107947 0.000000 0.000000 0.519002 -0.000000 -0.000000 0.100000 4.802873 4.802873 4.802873 4.802873
5.190000 -0.278192 0.123826 2.922829 -0.059103 0.026010 0.105902 0.000000 0.000000 0.520002 -0.000000 -0.000000 0.100000 4.802781 4.802781 4.802782 4.802781
5.200000 -0.278783 0.124087 2.923878 -0.059103 0.026010 0.103856 0.000000 0.000000 0.521002 -0.000000 -0.000000 0.100000 4.802692 4.802692 4.802692 4.802692
5.210000 -0.279374 0.124347 2.924906 -0.059102 0.026009 0.101808 0.000000 0.000000 0.522002 -0.000000 -0.000000 0.100000 4.802606 4.802606 4.802606 4.802606
5.220000 -0.279965 0.124607 2.925914 -0.059102 0.026009 0.099758 0.000000 0.000000 0.523002 -0.000000 -0.000000 0.100000 4.802521 4.802521 4.802521 4.802521
5.230000 -0.280556 0.124867 2.926901 -0.059102 0.026009 0.097706 0.000000 0.000000 0.524002 -0.000000 -0.000000 0.100000 4.802438 4.802439 4.802439 4.802438
5.240000 -0.281147 0.125127 2.927868 -0.059102 0.026009 0.095653 0.000000 0.000000 0.525002 -0.000000 -0.000000 0.100000 4.802358 4.802358 4.802358 4.802358
5.250000 -0.281738 0.125387 2.928814 -0.059102 0.026009 0.093599 0.000000 0.000000 0.526002 -0.000000 -0.000000 0.100000 4.802280 4.802280 4.802280 4.802280
5.260000 -0.282329 0.125647 2.929740 -0.059102 0.026009 0.091543 0.000000 0.000000 0.527002 -0.000000 -0.000000 0.100000 4.802205 4.802205 4.802205 4.802205
5.270000 -0.282920 0.125907 2.930645 -0.059102 0.026009 0.089485 0.000000 0.000000 0.528002 -0.000000 -0.000000 0.100000 4.802131 4.802131 4.802131 4.802131
5.280000 -0.283511 0.126167 2.931530 -0.059102 0.026009 0.087426 0.000000 0.000000 0.529002 -0.000000 -0.000000 0.100000 4.802060 4.802060 4.802060 4.802060
5.290000 -0.284102 0.126427 2.932394 -0.059102 0.026009 0.085366 0.000000 0.000000 0.530002 -0.000000 -0.000000 0.100000 4.801991 4.801991 4.801991 4.801991
5.300000 -0.284693 0.126687 2.933237 -0.059102 0.026009 0.083304 0.000000 0.000000 0.531002 -0.000000 -0.000000 0.100000 4.801924 4.801924 4.801924 4.801924
5.310000 -0.285284 0.126948 2.934060 -0.059102 0.026009 0.081241 0.000000 0.000000 0.532002 -0.000000 -0.000000 0.100000 4.801859 4.801859 4.801859 4.801859
5.320000 -0.285875 0.127208 2.934862 -0.059101 0.026009 0.079177 0.000000 0.000000 0.533002 -0.000000 -0.000000 0.100000 4.801797 4.801797 4.801797 4.801797
5.330000 -0.286466 0.127468 2.935643 -0.059101 0.026009 0.077112 0.000000 0.000000 0.534002 -0.000000 -0.000000 0.100000 4.801736 4.801737 4.801737 4.801736
5.340000 -0.287057 0.127728 2.936404 -0.059101 0.026009 0.075045 0.000000 0.000000 0.535002 -0.000000 -0.000000 0.100000 4.801679 4.801679 4.801679 4.801679
5.350000 -0.287648 0.127988 2.937144 -0.059101 0.026009 0.072978 0.000000 0.000000 0.536002 -0.000000 -0.000000 0.100000 4.801623 4.801623 4.801623 4.801623
5.360000 -0.288239 0.128248 2.937864 -0.059101 0.026009 0.070909 0.000000 0.000000 0.537002 -0.000000 -0.000000 0.100000 4.801569 4.801569 4.801569 4.801569
5.370000 -0.288830 0.128508 2.938563 -0.059101 0.026009 0.068839 0.000000 0.000000 0.538002 -0.000000 -0.000000 0.100000 4.801518 4.801518 4.801518 4.801518
5.380000 -0.289421 0.128768 2.939241 -0.059101 0.026009 0.066768 0.000000 0.000000 0.539002 -0.000000 -0.000000 0.100000 4.801469 4.801469 4.801469 4.801469
5.390000 -0.290012 0.129028 2.939898 -0.059101 0.026009 0.064697 0.000000 0.000000 0.540002 -0.000000 -0.000000 0.100000 4.801422 4.801422 4.801422 4.801422
5.400000 -0.290603 0.129288 2.940534 -0.059101 0.026009 0.062624 0.000000 0.000000 0.541002 -0.000000 -0.000000 0.100000 4.801378 4.801378 4.801378 4.801378
5.410000 -0.291194 0.129548 2.941150 -0.059101 0.026009 0.060551 0.000000 0.000000 0.542002 -0.000000 -0.000000 0.100000 4.801336 4.801336 4.801336 4.801336
5.420000 -0.291785 0.129808 2.941746 -0.059101 0.026009 0.058477 0.000000 0.000000 0.543002 -0.000000 -0.000000 0.100000 4.801296 4.801296 4.801296 4.801296
5.430000 -0.292376 0.130069 2.942320 -0.059101 0.026009 0.056402 0.000000 0.000000 0.544002 -0.000000 -0.000000 0.100000 4.801258 4.801258 4.801258 4.801258
5.440000 -0.292967 0.130329 2.942874 -0.059101 0.026009 0.054326 0.000000 0.000000 0.545002 -0.000000 -0.000000 0.100000 4.801222 4.801222 4.801222 4.801222
5.450000 -0.293558 0.130589 2.943406 -0.059101 0.026008 0.052250 0.000000 0.000000 0.546002 -0.000000 -0.000000 0.100000 4.801189 4.801189 4.801189 4.801189
5.460000 -0.294149 0.130849 2.943919 -0.059100 0.026008 0.050173 0.000000 0.000000 0.547002 -0.000000 -0.000000 0.100000 4.801158 4.801158 4.801158 4.801158
5.470000 -0.294740 0.131109 2.944410 -0.059100 0.026008 0.048095 0.000000 0.000000 0.548002 -0.000000 -0.000000 0.100000 4.801129 4.801129 4.801130 4.801129
5.480000 -0.295331 0.131369 2.944880 -0.059100 0.026008 0.046017 0.000000 0.000000 0.549002 -0.000000 -0.000000 0.100000 4.801103 4.801103 4.801103 4.801103
5.490000 -0.295922 0.131629 2.945330 -0.059100 0.026008 0.043939 0.000000 0.000000 0.550002 -0.000000 -0.000000 0.100000 4.801079 4.801079 4.801079 4.801079
5.500000 -0.296513 0.131889 2.945759 -0.059100 0.026008 0.041860 0.000000 0.000000 0.551002 -0.000000 -0.000000 0.100000 4.801057 4.801057 4.801057 4.801057
5.510000 -0.297104 0.132149 2.946167 -0.059100 0.026008 0.039781 0.000000 0.000000 0.552002 -0.000000 -0.000000 0.100000 4.801037 4.801037 4.801037 4.801037
5.520000 -0.297695 0.132409 2.946555 -0.059100 0.026008 0.037701 0.000000 0.000000 0.553002 -0.000000 -0.000000 0.100000 4.801020 4.801020 4.801020 4.801020
5.530000 -0.298286 0.132669 2.946921 -0.059100 0.026008 0.035621 0.000000 0.000000 0.554002 -0.000000 -0.000000 0.100000 4.801004 4.801004 4.801004 4.801004
5.540000 -0.298877 0.132930 2.947267 -0.059100 0.026008 0.033541 0.000000 0.000000 0.555002 -0.000000 -0.000000 0.100000 4.800991 4.800992 4.800992 4.800991
5.550000 -0.299468 0.133190 2.947592 -0.059100 0.026008 0.031461 0.000000 0.000000 0.556002 -0.000000 -0.000000 0.100000 4.800981 4.800981 4.800981 4.800981
5.560000 -0.300059 0.133450 2.947896 -0.059100 0.026008 0.029380 0.000000 0.000000 0.557002 -0.000000 -0.000000 0.100000 4.800972 4.800972 4.800972 4.800972
5.570000 -0.300650 0.133710 2.948180 -0.059100 0.026008 0.027299 0.000000 0.000000 0.558002 -0.000000 -0.000000 0.100000 4.800966 4.800966 4.800966 4.800966
5.580000 -0.301241 0.133970 2.948442 -0.059100 0.026008 0.025218 0.000000 0.000000 0.559002 -0.000000 -0.000000 0.100000 4.800962 4.800962 4.800962 4.800962
5.590000 -0.301832 0.134230 2.948684 -0.059100 0.026008 0.023138 0.000000 0.000000 0.560002 -0.000000 -0.000000 0.100000 4.800961 4.800961 4.800961 4.800961
5.600000 -0.302423 0.134490 2.948905 -0.059100 0.026008 0.021057 0.000000 0.000000 0.561002 -0.000000 -0.000000 0.100000 4.800961 4.800961 4.800961 4.800961
5.610000 -0.303014 0.134750 2.949105 -0.059100 0.026008 0.018976 0.000000 0.000000 0.562002 -0.000000 -0.000000 0.100000 4.800964 4.800964 4.800964 4.800964
5.620000 -0.303605 0.135010 2.949285 -0.059099 0.026008 0.016896 0.000000 0.000000 0.563002 -0.000000 -0.000000 0.100000 4.800969 4.800969 4.800969 4.800969
5.630000 -0.304196 0.135270 2.949443 -0.059099 0.026008 0.014815 0.000000 0.000000 0.564002 -0.000000 -0.000000 0.100000 4.800977 4.800977 4.800977 4.800977
5.640000 -0.304787 0.135530 2.949581 -0.059099 0.026008 0.012735 0.000000 0.000000 0.565002 -0.000000 -0.000000 0.100000 4.800987 4.800987 4.800987 4.800987
5.650000 -0.305378 0.135790 2.949698 -0.059099 0.026008 0.010655 0.000000 0.000000 0.566002 -0.000000 -0.000000 0.100000 4.800999 4.800999 4.800999 4.800999
5.660000 -0.305969 0.136050 2.949794 -0.059099 0.026008 0.008575 0.000000 0.000000 0.567002 -0.000000 -0.000000 0.100000 4.801013 4.801013 4.801013 4.801013
5.670000 -0.306560 0.136311 2.949869 -0.059099 0.026008 0.006496 0.000000 0.000000 0.568002 -0.000000 -0.000000 0.100000 4.801029 4.801029 4.801029 4.801029
5.680000 -0.307151 0.136571 2.949924 -0.059099 0.026008 0.004416 0.000000 0.000000 0.569002 -0.000000 -0.000000 0.100000 4.801048 4.801048 4.801048 4.801048
5.690000 -0.307742 0.136831 2.949958 -0.059099 0.026008 0.002338 0.000000 0.000000 0.570002 -0.000000 -0.000000 0.100000 4.801069 4.801069 4.801069 4.801069
5.700000 -0.308333 0.137091 2.949971 -0.059099 0.026008 0.000260 0.000000 0.000000 0.571002 -0.000000 -0.000000 0.100000 4.801092 4.801092 4.801092 4.801092
5.710000 -0.308924 0.137351 2.949963 -0.059099 0.026008 -0.001818 0.000000 0.000000 0.572002 -0.000000 -0.000000 0.100000 4.801118 4.801118 4.801118 4.801118
5.720000 -0.309515 0.137611 2.949934 -0.059099 0.026008 -0.003895 0.000000 0.000000 0.573002 -0.000000 -0.000000 0.100000 4.801146 4.801146 4.801146 4.801146
5.730000 -0.310106 0.137871 2.949885 -0.059099 0.026008 -0.005971 0.000000 0.000000 0.574002 -0.000000 -0.000000 0.100000 4.801176 4.801176 4.801176 4.801176
5.740000 -0.310697 0.138131 2.949815 -0.059099 0.026008 -0.008047 0.000000 0.000000 0.575002 -0.000000 -0.000000 0.100000 4.801208 4.801208 4.801208 4.801208
5.750000 -0.311288 0.138391 2.949724 -0.059099 0.026008 -0.010122 0.000000 0.000000 0.576002 -0.000000 -0.000000 0.100000 4.801243 4.801243 4.801243 4.801243
5.760000 -0.311879 0.138651 2.949613 -0.059099 0.026008 -0.012197 0.000000 0.000000 0.577002 -0.000000 -0.000000 0.100000 4.801280 4.801280 4.801280 4.801280
5.770000 -0.312470 0.138911 2.949480 -0.059099 0.026008 -0.014270 0.000000 0.000000 0.578002 -0.000000 -0.000000 0.100000 4.801319 4.801319 4.801319 4.801319
5.780000 -0.313061 0.139171 2.949327 -0.059099 0.026008 -0.016343 0.000000 0.000000 0.579002 -0.000000 -0.000000 0.100000 4.801360 4.801360 4.801360 4.801360
5.790000 -0.313652 0.139431 2.949153 -0.059099 0.026008 -0.018415 0.000000 0.000000 0.580002 -0.000000 -0.000000 0.100000 4.801404 4.801404 4.801404 4.801404
5.800000 -0.314243 0.139692 2.948959 -0.059098 0.026008 -0.020486 0.000000 0.000000 0.581002 -0.000000 -0.000000 0.100000 4.801450 4.801450 4.801450 4.801450
5.810000 -0.314834 0.139952 2.948744 -0.059098 0.026007 -0.022556 0.000000 0.000000 0.582002 -0.000000 -0.000000 0.100000 4.801498 4.801498 4.801498 4.801498
5.820000 -0.315425 0.140212 2.948508 -0.059098 0.026007 -0.024625 0.000000 0.000000 0.583002 -0.000000 -0.000000 0.100000 4.801549 4.801549 4.801549 4.801549
5.830000 -0.316016 0.140472 2.948251 -0.059098 0.026007 -0.026693 0.000000 0.000000 0.584002 -0.000000 -0.000000 0.100000 4.801601 4.801601 4.801601 4.801601
5.840000 -0.316607 0.140732 2.947974 -0.059098 0.026007 -0.028760 0.000000 0.000000 0.585002 -0.000000 -0.000000 0.100000 4.801656 4.801656 4.801656 4.801656
5.850000 -0.317198 0.140992 2.947676 -0.059098 0.026007 -0.030826 0.000000 0.000000 0.586002 -0.000000 -0.000000 0.100000 4.801713 4.801713 4.801713 4.801713
5.860000 -0.317789 0.141252 2.947357 -0.059098 0.026007 -0.032890 0.000000 0.000000 0.587002 -0.000000 -0.000000 0.100000 4.801773 4.801773 4.801773 4.801773
5.870000 -0.318380 0.141512 2.947018 -0.059098 0.026007 -0.034953 0.000000 0.000000 0.588002 -0.000000 -0.000000 0.100000 4.801835 4.801835 4.801835 4.801835
5.880000 -0.318971 0.141772 2.946658 -0.059098 0.026007 -0.037015 0.000000 0.000000 0.589002 -0.000000 -0.000000 0.100000 4.801899 4.801899 4.801899 4.801899
5.890000 -0.319562 0.142032 2.946278 -0.059098 0.026007 -0.039076 0.000000 0.000000 0.590002 -0.000000 -0.000000 0.100000 4.801965 4.801965 4.801965 4.801965
5.900000 -0.320153 0.142292 2.945877 -0.059098 0.026007 -0.041135 0.000000 0.000000 0.591002 -0.000000 -0.000000 0.100000 4.802033 4.802033 4.802033 4.802033
5.910000 -0.320744 0.142552 2.945455 -0.059098 0.026007 -0.043193 0.000000 0.000000 0.592002 -0.000000 -0.000000 0.100000 4.802104 4.802104 4.802104 4.802104
5.920000 -0.321335 0.142812 2.945013 -0.059098 0.026007 -0.045250 0.000000 0.000000 0.593002 -0.000000 -0.000000 0.100000 4.802177 4.802177 4.802177 4.802177
5.930000 -0.321926 0.143073 2.944550 -0.059098 0.026007 -0.047304 0.000000 0.000000 0.594002 -0.000000 -0.000000 0.100000 4.802252 4.802252 4.802252 4.802252
5.940000 -0.322517 0.143333 2.944067 -0.059098 0.026007 -0.049358 0.000000 0.000000 0.595002 -0.000000 -0.000000 0.100000 4.802330 4.802330 4.802330 4.802330
5.950000 -0.323108 0.143593 2.943563 -0.059097 0.026007 -0.051410 0.000000 0.000000 0.596002 -0.000000 -0.000000 0.100000 4.802410 4.802410 4.802410 4.802410
5.960000 -0.323699 0.143853 2.943039 -0.059097 0.026007 -0.053460 0.000000 0.000000 0.597002 -0.000000 -0.000000 0.100000 4.802492 4.802492 4.802492 4.802492
